3099 HIGH POINT RD/I-40 E
3199 RANDLEMAN RD/GLENDALE DR
8555 W MARKET ST/NC 68 N
699 FRIENDWAY RD/COBLE FARM DR
499 S BOOKER ST/CUNNINGHAM ST
2617 BATTLEGROUND AV/BENJAMIN PKWY
705 BATTLEGROUND AV
2299 N CHURCH ST/12TH ST
3699 W FRIENDLY AV/N HOLDEN RD
2602 S HOLDEN RD/STONESTHROW RD
1063 E WENDOVER AV
2599 S ELM-EUGENE ST/PATTON AV
1999 W VANDALIA RD/PINECROFT RD
5799 W MARKET ST/GUILFORD COLLEGE RD
499 S BOOKER ST/CUNNINGHAM ST
821 PEARSON ST
1199 EAGLE RD/PEPPER HILL RD
375 S ELM ST/W MCGEE ST
100 S ELM ST/E MARKET ST
299 E MARKET ST/N CHURCH ST
1199 EAGLE RD/PEPPER HILL RD
399 COLLEGE RD/GUIDA DR
1199 WILLARD ST/TEXTILE DR
3001 PLEASANT GARDEN RD/J M HUNT JR EXPY N
1599 SPRING GARDEN ST/S AYCOCK ST
21 OAK BRANCH DR
1 US 29 S/MARTIN LUTHER KING JR DR
4399 HEWITT ST/NORWALK ST
599 HUFFINE MILL RD/E BESSEMER AV
1599 NEW GARDEN RD/HORSE PEN CREEK RD
3499 S ELM-EUGENE ST/W VANDALIA RD
213 I-40 E/W WENDOVER AV
503 GUILFORD COLLEGE RD/BRIDFORD PKWY
3001 BATTLEGROUND AV/PISGAH CHURCH RD
2699 PISGAH CHURCH RD/BATTLEGROUND AV
1800 BYWOOD RD/PHILLIPS AV
2199 E MARKET ST/DURHAM ST
529 GUILFORD COLLEGE RD
3267 BATTLEGROUND AV
3849 LAWNDALE DR/ASHWOOD CT
1899 WESTRIDGE RD/WHITEHURST RD
299 S ELM ST/E WASHINGTON ST
4198 W WENDOVER AV/MEADOWOOD ST
4999 W MARKET ST/THORNTON CT
1642 SPRING GARDEN ST
4198 SPRING GARDEN ST/POMONA DR
899 PARK AV/SULLIVAN ST
4200 HILLTOP RD/HIGH POINT RD
6099 BALLINGER RD/GRETCHEN LN
6099 BALLINGER RD/GRETCHEN LN
1225 MERRITT DR/PATTERSON ST
3207 BARDWELL RD
4198 SPRING GARDEN ST/POMONA DR
208 FRANKLIN BLVD/HAHNS LN
1503 BRIDFORD PKWY/ABBINGTON PLACE APTS (DRIV
999 SUMMIT AV/E BESSEMER AV
999 SUMMIT AV/E BESSEMER AV
940 E BESSEMER AV
6324 RIDGE HAVEN RD
6318 RIDGE HAVEN RD
2399 VANSTORY ST/FOUR SEASONS BLVD
799 GRANITE ST/SHERWOOD ST
4198 SPRING GARDEN ST/POMONA DR
4808 W MARKET ST/NORWALK ST
4899 HILLTOP RD/STANLEY RD
1199 EAGLE RD/PEPPER HILL RD
599 E BESSEMER AV/YANCEYVILLE ST
4818 SILVER BRIAR CT
899 E WENDOVER AV/MAPLE ST
2704 N CHURCH ST
3199 HIGH POINT RD/PINECROFT RD
599 W FLORIDA ST/ORCHARD ST
799 BURBANK ST/E BRAGG ST
4199 BERNAU AV/SELLERS AV
1000 COLISEUM BLVD/W LEE ST
499 S BOOKER ST/CUNNINGHAM ST
1198 S HOLDEN RD/PATTERSON ST
2499 BRASSFIELD RD/BRASSFIELD OAKS DR
1405 W FRIENDLY AV
9 HILLRISE CT
OLD BATTLEGROUND RD/COTSWORLD TER
4698 LAWNDALE DR/COTTAGE PL
4499 SELLERS AV/BERNAU AV
4499 SELLERS AV/BERNAU AV
100 S HOLDEN RD
ADAMS FARM/HILLTOP
2249 MCCONNELL RD/S ENGLISH ST
999 CARR ST/S TATE ST
2399 E FLORIDA ST/ARDMORE DR
800 16TH ST/N CHURCH ST
4499 SELLERS AV/BERNAU AV
3199 E BESSEMER AV/ELWELL AV
4422 W WENDOVER AV/LANDMARK CENTER DR
499 S BOOKER ST/CUNNINGHAM ST
